,id,title,release_date,popularity,vote_average,vote_count
5485,398181,You Were Never Really Here,2017-11-08,23.391,6.5,2814
5486,375366,The Girl with All the Gifts,2016-09-23,24.406,6.55,1992
5487,10449,When a Man Loves a Woman,1994-04-29,17.363,6.5,351
5488,10388,The Limey,1999-10-08,11.178,6.5,431
5489,8461,Funny Games,2008-03-14,26.997,6.551,2070
5490,231576,Wish I Was Here,2014-07-18,10.48,6.5,728
5491,19124,Blind Fury,1989-08-17,12.518,6.55,464
5492,11899,The Muppets Take Manhattan,1984-06-27,11.123,6.549,381
5493,10818,Water Lilies,2007-05-17,15.621,6.5,425
5494,1990,Paranoid Park,2007-07-12,10.108,6.55,543
5495,339408,The Birth of a Nation,2016-09-09,8.568,6.5,527
5496,274857,King Arthur: Legend of the Sword,2017-05-10,32.921,6.5,5738
5497,10872,The Ref,1994-03-09,10.605,6.548,331
5498,9429,A Night at the Roxbury,1998-10-01,24.837,6.5,907
5499,9255,Hot Shots! Part Deux,1993-05-21,20.437,6.5,1866
5500,9255,Hot Shots! Part Deux,1993-05-21,20.437,6.5,1866
5501,330,The Lost World: Jurassic Park,1997-05-23,4.14,6.548,8479
5502,300693,Truth,2015-10-16,11.161,6.547,491
5503,14429,Drive Me Crazy,1999-10-01,13.176,6.547,391
5504,14024,Raise Your Voice,2004-08-10,11.277,6.547,832
5505,536176,Brexit: The Uncivil War,2019-01-19,7.201,6.546,314
5506,264656,The Homesman,2014-05-18,12.379,6.548,795
5507,60309,The Conspirator,2011-04-15,12.187,6.5,452
5508,9900,Grandma's Boy,2006-01-06,13.22,6.546,675
5509,6283,MouseHunt,1997-12-19,15.753,6.5,1254
5510,877817,Wolfs,2024-09-20,70.563,6.545,977
5511,16119,Cinderella III: A Twist in Time,2007-02-06,29.968,6.5,1263
5512,11814,Weird Science,1985-08-01,20.319,6.545,1398
5513,10567,Dinosaur,2000-05-19,40.723,6.5,2555
5514,9276,The Faculty,1998-12-25,26.682,6.5,2018
5515,9035,Slither,2006-03-31,18.433,6.5,1569
5516,8696,Calendar Girls,2003-09-02,10.231,6.545,385
5517,293167,Kong: Skull Island,2017-03-08,37.431,6.544,10530
5518,274479,Joy,2015-12-24,21.493,6.5,4115
5519,241842,Dead Snow 2: Red vs. Dead,2014-02-12,15.472,6.5,636
5520,68812,The Iceman,2012-09-01,13.068,6.545,1029
5521,10894,May,2003-04-11,9.463,6.5,624
5522,9707,Bubba Ho-tep,2002-06-09,8.939,6.548,624
5523,6069,The Witches of Eastwick,1987-06-12,18.36,6.5,1416
5524,13062,Boundin',2003-11-04,6.716,6.5,560
5525,3902,I'm Not There,2007-10-01,9.808,6.544,712
5526,438145,Black '47,2018-09-05,10.35,6.5,301
5527,522681,Escape Room,2019-01-03,29.102,6.5,4714
5528,351286,Jurassic World: Fallen Kingdom,2018-06-06,139.553,6.541,11917
5529,273477,Scouts Guide to the Zombie Apocalypse,2015-10-23,65.413,6.5,1948
5530,8665,K-19: The Widowmaker,2002-07-19,11.63,6.546,1041
5531,8413,Event Horizon,1997-08-15,28.332,6.541,2888
5532,693158,Proximity,2020-05-15,18.39,6.5,328
5533,544404,Who You Think I Am,2019-02-27,10.876,6.5,326
5534,492719,Godzilla: City on the Edge of Battle,2018-05-18,12.336,6.54,359
5535,245700,Mr. Turner,2014-10-31,8.221,6.5,522
5536,136400,2 Guns,2013-08-02,27.01,6.54,4181
5537,38575,The Karate Kid,2010-06-10,67.599,6.54,6075
5538,10881,Avalon,2001-01-20,8.38,6.54,321
5539,10414,The Mighty Ducks,1992-10-02,10.684,6.54,896
5540,8840,DragonHeart,1996-05-31,13.018,6.54,1990
5541,1965,A Perfect Murder,1998-06-05,20.637,6.54,1395
5542,948276,Lost Bullet 2,2022-11-10,15.545,6.539,373
5543,125521,Slayers Return,1996-08-03,10.332,6.538,2030
5544,10650,Sudden Impact,1983-12-08,13.061,6.5,905
5545,10052,Dragonfly,2002-02-22,12.876,6.5,868
5546,9445,Apt Pupil,1998-10-23,11.661,6.539,646
5547,1493,Miss Congeniality,2000-12-22,20.228,6.5,3947
5548,435,The Day After Tomorrow,2004-05-26,36.416,6.539,8221
5549,37910,Voices of a Distant Star,2002-02-02,10.722,6.538,301
5550,12797,Ghost Town,2008-09-19,15.488,6.538,972
5551,9399,Lionheart,1990-06-07,32.854,6.5,1053
5552,6538,Charlie Wilson's War,2007-12-19,18.627,6.538,1505
5553,389868,Seoul Station,2016-08-17,9.913,6.537,438
5554,310135,Turbo Kid,2015-08-14,9.541,6.54,708
5555,413644,The Son of Bigfoot,2017-07-26,16.099,6.5,483
5556,45132,Super,2010-11-26,10.789,6.536,1592
5557,10354,True Crime,1999-03-19,12.831,6.536,765
5558,10147,Bad Santa,2003-11-26,19.408,6.536,2159
5559,381890,The Mermaid,2016-02-08,21.318,6.5,419
5560,271724,Hippocrates,2014-09-03,8.314,6.535,479
5561,11551,Small Soldiers,1998-07-10,21.267,6.536,2154
5562,865,The Running Man,1987-11-13,21.396,6.535,2420
5563,664,Twister,1996-05-10,33.239,6.536,3501
5564,635744,Jarhead: Law of Return,2019-10-01,9.37,6.534,3343
5565,429473,Lou,2022-09-23,13.254,6.5,670
5566,73567,Killer Joe,2012-06-07,10.75,6.534,1433
5567,11364,Regarding Henry,1991-07-10,15.875,6.5,584
5568,613349,A Good Doctor,2019-12-11,5.908,6.5,315
5569,522938,Rambo: Last Blood,2019-09-19,41.191,6.533,3941
5570,401981,Red Sparrow,2018-02-28,30.287,6.533,6021
5571,44129,The Company Men,2010-10-21,12.086,6.5,731
5572,9689,Hollywood Ending,2002-05-03,7.552,6.533,502
5573,623195,Falling Inn Love,2019-08-29,13.526,6.532,1151
5574,585216,Escape Room: Tournament of Champions,2021-07-01,23.428,6.5,2058
5575,486131,Shaft,2019-06-14,22.087,6.532,1736
5576,347626,He's All That,2021-08-27,32.398,6.5,1386
5577,309245,Mistress America,2015-08-14,10.314,6.5,541
5578,54318,The Water Horse,2007-12-25,17.511,6.532,1064
5579,53319,What a Beautiful Day,2011-01-05,4.611,6.532,1503
5580,38843,Ramona and Beezus,2010-07-23,10.696,6.5,754
5581,37725,It's a Boy Girl Thing,2006-07-15,15.643,6.5,1040
5582,10502,The Man Without a Face,1993-08-25,6.681,6.5,518
5583,9638,Phantasm,1979-03-28,10.753,6.5,696
5584,9437,Kiss the Girls,1997-09-29,18.893,6.5,1675
5585,8868,Asterix vs. Caesar,1985-03-06,11.07,6.532,587
5586,2789,The Chronicles of Riddick,2004-06-11,15.404,6.5,4112
5587,1071215,Thanksgiving,2023-11-16,41.596,6.531,1277
5588,436274,Radius,2017-07-17,39.781,6.531,665
5589,401545,Everybody Knows,2018-05-09,8.324,6.53,982
5590,351044,Welcome to Marwen,2018-12-21,11.535,6.531,1143
5591,18898,Looking for Eric,2009-05-27,8.713,6.531,342
5592,15739,Annie,1982-05-21,16.202,6.5,704
5593,10800,Dragon Hunters,2008-03-19,11.783,6.5,445
5594,9087,The American President,1995-11-17,10.868,6.5,725
5595,864959,The Curse of Bridge Hollow,2022-10-14,10.661,6.53,463
5596,503125,Little Monsters,2019-08-29,13.126,6.53,685
5597,37933,Tales from Earthsea,2006-07-29,16.358,6.53,1333
5598,14854,Lone Wolf McQuade,1983-04-15,13.234,6.5,368
5599,11282,Harold & Kumar Go to White Castle,2004-07-02,24.371,6.5,2076
5600,353616,Pitch Perfect 3,2017-12-20,17.38,6.529,3310
5601,9768,Cry-Baby,1990-04-06,12.317,6.5,1494
5602,2360,Saving Grace,2000-01-24,8.427,6.529,415
5603,799546,Luckiest Girl Alive,2022-09-30,10.463,6.5,843
5604,581600,Spenser Confidential,2020-03-06,19.647,6.528,2322
5605,172386,Return to Nim's Island,2013-03-15,9.706,6.528,634
5606,48492,Detective Dee and the Mystery of the Phantom Flame,2010-09-18,12.199,6.5,400
5607,13483,Awake,2007-11-28,21.233,6.53,1378
5608,12437,Underworld: Rise of the Lycans,2009-01-22,31.879,6.5,3678
5609,708,The Living Daylights,1987-06-29,28.621,6.528,1803
5610,699,For Your Eyes Only,1981-06-24,26.914,6.528,1873
5611,270946,Penguins of Madagascar,2014-11-22,55.712,6.527,4207
5612,116711,Epic,2013-05-15,25.885,6.527,2770
5613,19277,In Hell,2003-11-24,16.624,6.5,538
5614,11027,The Postman Always Rings Twice,1981-03-20,18.943,6.527,500
5615,9816,Save the Last Dance,2001-01-12,14.131,6.5,1272
5616,8909,Wanted,2008-06-19,34.517,6.526,7128
5617,282984,Irrational Man,2015-07-17,10.071,6.525,2384
5618,257785,Tulip Fever,2017-07-13,13.76,6.5,696
5619,160139,Night Train to Lisbon,2013-03-07,9.448,6.5,408
5620,39371,L'allenatore nel pallone,1984-10-26,5.358,6.525,375
5621,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,17.43,6.525,927
5622,146216,RED 2,2013-07-18,29.348,6.5,4057
5623,13053,Bolt,2008-11-21,34.477,6.5,6110
5624,5951,The Jane Austen Book Club,2007-09-09,11.107,6.5,374
5625,55721,Bridesmaids,2011-05-13,24.966,6.523,4390
5626,41154,Men in Black 3,2012-05-23,37.428,6.523,10371
5627,34560,Halloweentown High,2004-10-08,10.222,6.5,302
5628,21861,LOL (Laughing Out Loud),2009-02-04,11.944,6.5,1308
5629,14136,The Love Bug,1968-12-23,15.855,6.5,595
5630,8198,The Quiet American,2002-11-22,11.34,6.5,302
5631,1140066,Paradise,2023-06-24,21.683,6.521,609
5632,466081,The Informer,2019-08-30,14.1,6.5,856
5633,331583,The Whole Truth,2016-03-25,15.482,6.525,1179
5634,595586,Causeway,2022-10-28,13.352,6.5,460
5635,526051,Look Away,2018-10-12,17.052,6.5,886
5636,399360,Alpha,2018-08-17,28.033,6.5,2560
5637,347629,Thank You for Your Service,2017-10-26,22.648,6.5,376
5638,27582,The Mechanic,2011-01-13,35.037,6.521,3291
5639,15070,Undisputed,2002-07-17,36.658,6.5,737
5640,13205,Bambi II,2006-01-26,21.09,6.5,998
5641,517088,Being the Ricardos,2021-12-10,9.735,6.5,638
5642,83201,Puss in Boots: The Three Diablos,2012-02-07,24.023,6.52,484
5643,51991,Romantics Anonymous,2010-12-22,9.805,6.5,543
5644,39100,Dragon Ball Z: The World's Strongest,1990-03-10,25.56,6.5,491
5645,10330,Freaky Friday,2003-08-05,31.386,6.52,3836
5646,1022690,Ricky Stanicky,2024-03-07,20.14,6.518,628
5647,785398,EO,2022-09-30,8.292,6.5,336
5648,628914,Queenpins,2021-08-26,13.333,6.5,444
5649,287689,7 Days in Hell,2015-07-08,8.975,6.5,385
5650,469274,City Hunter,2019-02-06,9.353,6.5,790
5651,448095,I Still See You,2018-09-27,9.282,6.5,614
5652,390054,Sand Castle,2017-04-21,12.732,6.517,803
5653,242224,The Babadook,2014-05-22,59.091,6.5,6029
5654,76338,Thor: The Dark World,2013-10-30,61.305,6.5,17432
5655,13122,The People Under the Stairs,1991-11-01,14.332,6.5,670
5656,5353,The Hunting Party,2007-09-03,9.597,6.5,325
5657,12720,Suicide Club,2001-10-29,11.837,6.517,497
5658,295964,Burnt,2015-10-02,17.683,6.516,3382
5659,146015,The Double,2014-04-03,9.583,6.516,995
5660,24122,The Rebound,2009-09-16,16.064,6.5,901
5661,18032,The Secret of Moonacre,2009-02-06,15.796,6.5,449
5662,732670,LEGO Star Wars Holiday Special,2020-11-17,8.807,6.5,329
5663,261023,Black Mass,2015-09-17,16.356,6.515,3372
5664,11808,U.S. Marshals,1998-03-06,26.945,6.5,1622
5665,9086,Young Guns II,1990-08-01,12.615,6.515,543
5666,74,War of the Worlds,2005-06-13,45.95,6.515,8473
5667,877183,The Simpsons in Plusaversary,2021-11-12,17.502,6.5,415
5668,101669,Mother's Day,2010-09-23,10.936,6.5,427
5669,43947,I Spit on Your Grave,2010-06-17,39.654,6.5,2334
5670,9615,The Fast and the Furious: Tokyo Drift,2006-06-03,15.149,6.514,6999
5671,309302,Wolf Totem,2015-02-19,9.123,6.5,379
5672,296271,The Devil Conspiracy,2023-01-13,23.663,6.511,395
5673,246655,X-Men: Apocalypse,2016-05-18,74.28,6.514,13071
5674,218425,Frequencies,2013-07-24,7.511,6.5,396
5675,102382,The Amazing Spider-Man 2,2014-04-16,69.088,6.5,13376
5676,30689,Four Flies on Grey Velvet,1971-12-17,5.516,6.5,383
5677,8338,Blindness,2008-05-14,12.19,6.5,1271
5678,906221,Magic Mike's Last Dance,2023-02-09,16.34,6.512,514
5679,68724,Elysium,2013-08-07,33.091,6.5,8930
5680,10631,All of Me,1984-09-21,8.946,6.5,341
5681,96,Beverly Hills Cop II,1987-05-18,18.887,6.512,2581
5682,719221,Tarot,2024-05-01,49.017,6.5,1113
5683,458534,Rolling to You,2018-03-14,10.163,6.511,756
5684,400650,Mary Poppins Returns,2018-12-13,21.538,6.5,3325
5685,400157,Wonder Park,2019-03-13,16.479,6.5,704
5686,392207,The Invisible Guardian,2017-03-03,12.708,6.511,683
5687,390555,Bonanza: The Return,1993-11-24,6.192,6.512,377
5688,273271,Time Lapse,2014-05-24,8.651,6.5,1251
5689,13649,High School Musical 2,2007-08-17,15.354,6.511,3736
5690,10622,Mr. Nice Guy,1997-01-31,18.835,6.5,678
5691,10527,Madagascar: Escape 2 Africa,2008-10-30,44.666,6.51,6966
5692,9779,The Sisterhood of the Traveling Pants,2005-06-01,14.5,6.5,1293
5693,726208,Don't Listen,2020-07-24,10.934,6.5,749
5694,445040,My Friend Dahmer,2017-11-03,10.583,6.5,596
5695,43629,Doodlebug,1997-01-01,5.382,6.5,455
5696,18129,The Grifters,1990-08-08,12.505,6.5,399
5697,301365,The Neon Demon,2016-05-31,16.323,6.5,3740
5698,13665,Arthur,1981-07-17,12.079,6.5,431
5699,594718,Sputnik,2020-09-08,12.713,6.507,756
5700,376659,Bad Moms,2016-07-28,15.638,6.5,4091
5701,22897,It's Complicated,2009-12-23,15.865,6.5,1407
5702,14510,From Beyond,1986-10-24,13.65,6.508,568
5703,12242,Mulan II,2004-11-03,37.2,6.5,2383
5704,10866,Joy Ride,2001-10-05,20.289,6.507,1207
5705,253,Live and Let Die,1973-06-27,20.437,6.508,2070
5706,758724,The Cellar,2022-03-25,16.299,6.5,462
5707,297608,The Taking of Deborah Logan,2014-10-21,78.513,6.5,1254
5708,47760,Restless,2011-09-16,7.98,6.5,407
5709,193,Star Trek: Generations,1994-11-18,15.702,6.5,1347
5710,1127166,The Tearsmith,2024-04-03,69.315,6.5,830
5711,1027073,In the Land of Saints and Sinners,2023-10-06,37.949,6.5,433
5712,967847,Ghostbusters: Frozen Empire,2024-03-20,49.358,6.5,1708
5713,453755,Arctic,2018-11-21,10.39,6.5,1225
5714,10466,The Money Pit,1986-03-26,16.021,6.505,1142
5715,9870,Forgetting Sarah Marshall,2008-04-17,20.994,6.505,3402
5716,601470,The Eyes of Tammy Faye,2021-09-17,9.784,6.5,613
5717,75674,Act of Valor,2012-02-24,22.281,6.503,1152
5718,39101,Dragon Ball Z: The Tree of Might,1990-06-07,26.532,6.504,566
5719,9350,Cliffhanger,1993-05-28,20.067,6.504,2406
5720,584,2 Fast 2 Furious,2003-06-05,7.155,6.5,7544
5721,309299,Experimenter,2015-10-16,9.234,6.5,457
5722,157847,Joe,2014-04-11,9.1,6.503,942
5723,72197,The Pirates! In an Adventure with Scientists!,2012-03-12,13.185,6.5,1108
5724,12689,"Angus, Thongs and Perfect Snogging",2008-07-25,11.206,6.5,802
5725,11559,Tideland,2005-09-09,9.563,6.5,559
5726,475303,A Rainy Day in New York,2019-07-26,1.096,6.5,2260
5727,374465,Things to Come,2016-04-06,5.685,6.5,317
5728,339095,The Last Days of American Crime,2020-06-05,8.842,6.5,818
5729,172385,Rio 2,2014-03-19,39.773,6.5,3520
5730,73723,The Lorax,2012-03-01,59.095,6.5,3597
5731,11285,Cocoon: The Return,1988-09-13,12.209,6.5,995
5732,10656,Subway,1985-04-10,13.638,6.5,448
5733,649609,Renfield,2023-04-07,21.702,6.501,1782
5734,4729,The Gendarme Gets Married,1968-10-30,8.663,6.5,567
5735,1710,Copycat,1995-10-27,18.622,6.501,973
5736,417384,Scary Stories to Tell in the Dark,2019-08-08,22.75,6.5,2669
5737,340176,Tag,2015-05-11,9.307,6.5,351
5738,270343,Love at First Fight,2014-08-20,8.149,6.5,437
5739,20943,The Ugly Truth,2009-07-24,23.482,6.5,3546
5740,16523,Where the Wild Things Are,2009-10-16,19.655,6.5,1855
5741,11400,The New World,2005-12-25,19.369,6.5,1167
5742,9535,Analyze This,1999-03-05,14.304,6.5,1897
5743,2148,The Cotton Club,1984-12-14,14.241,6.5,406
5744,773655,Death to 2020,2020-12-27,10.404,6.5,741
5745,661231,Operation Mincemeat,2022-04-01,15.605,6.5,704
5746,531438,Holiday in the Wild,2019-11-06,9.455,6.5,536
5747,12610,Osmosis Jones,2001-08-10,19.477,6.499,1025
5748,10126,Colors,1988-04-15,17.156,6.5,474
5749,1551,Flatliners,1990-08-10,15.16,6.5,1560
5750,554230,The Lost Daughter,2021-12-15,11.648,6.498,986
5751,535,Flashdance,1983-04-14,15.842,6.5,1482
5752,30943,The Deep End of the Ocean,1999-03-12,12.552,6.5,479
5753,229297,Magic in the Moonlight,2014-07-25,9.407,6.5,2079
5754,11827,Heavy Metal,1981-08-07,11.769,6.496,705
5755,752623,The Lost City,2022-03-24,39.79,6.495,3643
5756,594767,Shazam! Fury of the Gods,2023-03-15,49.613,6.495,3215
5757,248774,Obvious Child,2014-06-06,6.449,6.495,433
5758,58235,Confessions of a Brazilian Call Girl,2011-02-25,12.167,6.495,483
5759,11001,Blue Streak,1999-09-17,35.812,6.5,1503
5760,10684,Courage Under Fire,1996-07-04,11.483,6.5,929
5761,7516,Smokin' Aces,2006-12-09,15.071,6.495,1670
5762,574982,The Blackout,2019-11-21,26.256,6.5,491
5763,553604,Honest Thief,2020-09-03,22.172,6.5,1754
5764,186929,Borgman,2013-05-13,7.955,6.5,323
5765,14249,Revenge,1990-02-16,16.262,6.5,450
5766,12222,Horton Hears a Who!,2008-03-03,25.792,6.495,3298
5767,11543,Kingpin,1996-07-04,15.589,6.494,878
5768,10991,Pokémon 3: The Movie,2000-07-08,18.044,6.5,627
5769,274862,The Lego Ninjago Movie,2017-09-21,23.231,6.5,1065
5770,8346,My Big Fat Greek Wedding,2002-04-19,12.143,6.5,2134
5771,3536,U-571,2000-04-20,16.343,6.5,1239
5772,723072,Host,2020-12-04,24.275,6.492,957
5773,575100,When Mom Is Away,2019-02-07,5.914,6.5,486
5774,8288,A Midsummer Night's Sex Comedy,1982-07-16,8.313,6.492,428
5775,4233,Scream 2,1997-12-12,34.027,6.492,4257
5776,302,Swimming Pool,2003-05-21,14.423,6.493,714
5777,615952,Armageddon Time,2022-10-28,11.621,6.5,429
5778,401469,Widows,2018-11-06,21.84,6.491,2315
5779,20526,TRON: Legacy,2010-12-14,43.23,6.491,7225
5780,13573,The United States of Leland,2003-05-15,9.167,6.5,318
5781,11395,The Santa Clause,1994-11-11,15.158,6.491,2099
5782,10782,Basic,2003-04-18,15.556,6.491,1044
5783,568620,Snake Eyes: G.I. Joe Origins,2021-07-22,35.684,6.49,1576
5784,489326,Mortal,2020-02-28,11.768,6.5,469
5785,20048,Confessions of a Shopaholic,2009-02-05,28.963,6.5,2621
5786,10859,Stakeout,1987-08-05,14.119,6.49,401
5787,467482,A Man in a Hurry,2018-11-07,5.643,6.489,310
5788,8194,A Guide to Recognizing Your Saints,2006-09-29,10.34,6.489,311
5789,709631,Cobweb,2023-07-19,32.874,6.5,911
5790,444539,The Bookshop,2017-11-10,9.958,6.488,433
5791,536115,Godzilla: The Planet Eater,2018-11-09,13.413,6.5,355
5792,301804,Before I Wake,2016-04-07,12.462,6.5,1857
5793,14684,School Ties,1992-09-18,9.891,6.5,397
5794,13680,The Game Plan,2007-09-28,27.526,6.487,2066
5795,10326,Forever Young,1992-12-16,11.011,6.5,898
5796,7442,Sleeping with the Enemy,1991-01-13,21.648,6.5,1096
5797,1907,The Beach,2000-02-03,17.711,6.487,4390
5798,993710,Back in Action,2025-01-15,783.575,6.488,991
5799,807356,Watcher,2022-06-03,24.731,6.486,979
5800,205022,Chennai Express,2013-08-08,15.91,6.488,334
5801,33689,It Takes Two,1995-11-17,13.391,6.486,882
5802,9032,Big Daddy,1999-06-25,20.624,6.486,3300
5803,8954,Reservation Road,2007-09-13,9.721,6.486,384
5804,375012,Under the Shadow,2016-09-30,8.986,6.5,666
5805,4141,Shoot 'Em Up,2007-07-26,20.036,6.485,1887
5806,45243,The Hangover Part II,2011-05-25,50.607,6.484,10580
5807,34016,She's Out of My League,2010-03-11,25.595,6.484,2163
5808,9522,Wedding Crashers,2005-07-13,18.907,6.484,4394
5809,739405,Operation Fortune: Ruse de Guerre,2023-01-04,71.772,6.481,1609
5810,341174,Fifty Shades Darker,2017-02-08,67.88,6.482,7654
5811,266285,The Salvation,2014-05-22,9.049,6.5,866
5812,72387,Safe,2012-04-16,23.546,6.483,2480
5813,41592,StreetDance 3D,2010-05-19,11.519,6.483,406
5814,18405,The Last House on the Left,2009-03-13,27.461,6.5,1777
5815,15373,Role Models,2008-11-07,19.541,6.483,1917
5816,9772,Air Force One,1997-07-25,22.14,6.483,3019
5817,3980,Critters,1986-04-11,12.557,6.5,994
5818,335051,God Willing,2015-04-09,6.007,6.482,603
5819,36593,Naked Gun 33⅓: The Final Insult,1994-03-18,28.519,6.482,2101
5820,17710,Hey Arnold! The Movie,2002-06-28,10.654,6.482,354
5821,9353,Nacho Libre,2006-06-16,25.751,6.482,1661
5822,581859,Da 5 Bloods,2020-06-12,13.27,6.483,1080
5823,477018,The Translators,2019-12-20,11.003,6.481,495
5824,184314,Young & Beautiful,2013-08-21,21.455,6.481,1232
5825,39102,Dragon Ball Z: Lord Slug,1991-03-19,26.278,6.5,530
5826,16690,Return to Never Land,2002-02-14,17.53,6.5,2326
5827,532620,Let's Dance,2019-03-27,7.074,6.48,327
5828,204922,Before I Go to Sleep,2014-09-03,27.494,6.5,2005
5829,18111,Bride of Re-Animator,1990-09-01,8.691,6.5,453
5830,5174,Rush Hour 3,2007-08-08,44.137,6.481,3355
5831,852096,We Have a Ghost,2023-02-24,13.368,6.479,606
5832,300155,A Royal Night Out,2015-05-14,7.894,6.5,313
5833,227700,Anna,2013-10-13,10.552,6.5,655
5834,15602,Grumpier Old Men,1995-12-22,8.582,6.479,390
5835,10347,Dobermann,1997-06-18,8.387,6.479,511
5836,9691,Assassins,1995-10-06,17.084,6.5,1565
5837,6947,The Village,2004-07-30,18.314,6.479,4240
5838,152,Star Trek: The Motion Picture,1979-12-07,23.162,6.5,1749
5839,121826,Quartet,2012-12-26,8.347,6.478,367
5840,10750,Toy Soldiers,1991-04-24,8.325,6.5,341
5841,8279,Paris,2008-02-20,6.19,6.478,336
5842,670355,Return,2020-01-28,3.877,6.477,568
5843,450001,Master Z: Ip Man Legacy,2018-12-20,22.953,6.477,540
5844,11326,Tommy,1975-03-19,10.729,6.5,327
5845,575446,New Order,2020-10-22,10.393,6.5,339
5846,407436,Mowgli: Legend of the Jungle,2018-11-25,25.756,6.475,2495
5847,398929,Alibi.com,2017-02-15,15.264,6.476,1681
5848,59961,Safe House,2012-02-08,19.662,6.476,3641
5849,57825,Bride & Prejudice,2004-02-11,11.543,6.5,377
5850,8012,Get Shorty,1995-10-20,20.319,6.479,1069
5851,540901,Hustlers,2019-09-12,20.55,6.475,2951
5852,243684,"Men, Women & Children",2014-10-17,13.341,6.5,876
5853,199575,These Final Hours,2014-07-31,10.917,6.475,558
5854,38363,Fair Game,2010-05-20,11.594,6.475,786
5855,13027,Eagle Eye,2008-09-25,21.918,6.475,2874
5856,11333,Super Fuzz,1980-09-18,9.977,6.5,335
5857,928,Gremlins 2: The New Batch,1990-06-15,17.591,6.475,2621
5858,452,The Idiots,1998-04-28,14.805,6.5,583
5859,467938,Revenge,2018-02-07,24.264,6.5,1816
5860,446791,All the Money in the World,2017-12-21,17.769,6.474,2272
5861,396940,Super Dark Times,2017-09-29,6.531,6.474,619
5862,359246,Hell House LLC,2015-10-16,30.047,6.474,486
5863,39874,My Bloody Valentine,1981-02-11,15.645,6.5,490
5864,280996,Mr. Holmes,2015-06-19,14.967,6.5,1855
5865,157849,A Most Wanted Man,2014-07-25,16.748,6.473,1370
5866,20726,Little Giants,1994-10-14,9.783,6.473,437
5867,10021,The Secret of My Success,1987-04-10,14.734,6.473,631
5868,566454,The Mystery of Henri Pick,2019-03-06,5.694,6.5,449
5869,333385,Mr. Right,2016-02-29,12.915,6.472,1347
5870,203793,Stalingrad,2013-10-09,0.454,6.5,354
5871,63492,What's Your Number?,2011-09-30,16.854,6.5,2339
5872,22972,Green Zone,2010-03-11,16.661,6.472,2190
5873,791155,Secret Headquarters,2022-08-12,23.583,6.5,366
5874,582883,Deerskin,2019-06-19,7.383,6.5,718
5875,492282,Like a Cat on a Highway,2017-12-28,5.5,6.471,903
5876,38842,Middle Men,2009-05-17,10.02,6.471,323
5877,10806,In & Out,1997-09-10,12.844,6.471,696
5878,9843,Big Nothing,2006-12-01,7.957,6.5,432
5879,60175,The Under-Gifted,1980-04-30,7.632,6.47,454
5880,10576,Psycho II,1983-06-03,13.711,6.471,648
5881,2133,The Perfect Storm,2000-06-29,19.689,6.47,2343
5882,553608,DJ Cinderella,2019-02-28,10.388,6.5,337
5883,396398,The Meyerowitz Stories (New and Selected),2017-10-13,13.172,6.466,1191
5884,369230,Them Who?,2015-11-19,5.182,6.5,424
5885,324670,Spectral,2016-12-09,22.576,6.469,1728
5886,267192,Genius,2016-06-10,7.733,6.468,680
5887,20857,Hardball,2001-09-14,12.257,6.469,495
5888,14462,The Manchurian Candidate,2004-07-30,16.966,6.469,1567
5889,400,Things to Do in Denver When You're Dead,1995-12-01,12.102,6.5,384
5890,654028,The Christmas Chronicles: Part Two,2020-11-18,16.006,6.5,1069
5891,474051,Calibre,2018-06-22,10.687,6.468,669
5892,252838,The Wedding Ringer,2015-01-16,22.33,6.468,1589
5893,16617,Mindhunters,2004-05-07,12.697,6.467,1189
5894,11980,The Prophecy,1995-08-05,8.593,6.468,501
5895,10760,Sydney White,2007-09-21,15.818,6.5,1042
5896,117251,White House Down,2013-06-27,46.064,6.467,4783
5897,104859,Mac & Devin Go to High School,2012-07-03,16.904,6.5,424
5898,23963,Pontypool,2009-03-06,9.236,6.467,627
5899,21629,Stir Crazy,1980-12-12,9.186,6.468,440
5900,12600,Pokémon 4Ever,2001-07-06,17.742,6.5,415
5901,622,The Ninth Gate,1999-08-25,17.61,6.467,3043
5902,763148,Time Is Up,2021-09-09,12.646,6.5,677
5903,616747,Haunted Mansion,2023-07-26,19.629,6.5,1074
5904,374617,Imperium,2016-08-19,11.165,6.5,1382
5905,24548,Just One of the Guys,1985-04-26,13.049,6.5,306
5906,8922,Jeepers Creepers,2001-07-01,36.488,6.466,3039
5907,4421,G.I. Jane,1997-08-19,27.115,6.466,1704
5908,2107,L.A. Story,1991-02-08,8.078,6.5,340
5909,673174,Offering to the Storm,2020-07-24,11.04,6.465,313
5910,6,Judgment Night,1993-10-15,8.48,6.5,344
5911,193893,Let's Be Cops,2014-08-13,31.3,6.5,2789
5912,157547,Oculus,2013-09-08,18.929,6.464,2963
5913,82654,Warm Bodies,2013-01-31,28.4,6.5,6101
5914,15261,Bring It On: In It to Win It,2007-10-29,0.705,6.5,512
5915,12085,Mad Money,2008-01-17,17.129,6.5,669
5916,9593,Last Action Hero,1993-06-18,21.332,6.464,2743
5917,991,The Man Who Fell to Earth,1976-03-18,15.843,6.464,532
5918,324852,Despicable Me 3,2017-06-15,30.934,6.5,7232
5919,38542,The Disappearance of Alice Creed,2009-09-12,9.318,6.5,544
